,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mfcc6 mean,mfcc6 var,mfcc7 mean,mfcc7 var,mfcc8 mean,mfcc8 var,mfcc9 mean,mfcc9 var,mfcc10 mean,mfcc10 var,mfcc11 mean,mfcc11 var,mfcc12 mean,mfcc12 var,mfcc13 mean,mfcc13 var
23840,00096,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1132.52815254,319800.541369,2065.55999046,1741792.9734,0.0483462784641,0.00126776820485,-11.2425980347,9768.48354249,23.0544076287,20.573318272,-314.651606375,5286.33049607,139.955914508,681.149654149,11.8238283683,527.792213792,30.080046678,488.84678945,-7.55569135682,265.052490337,14.8944688773,214.806835248,-2.66794028521,174.243538669,6.67361396284,114.196674716,-6.44671827406,131.920390468,2.83044332226,86.2679086479,-11.6950948208,139.739866488,2.05434165483,147.509841016,-11.4493807112,85.4297946185
23880,00097,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1237.14210506,423565.24336,2605.63442496,2491489.97326,0.0446353409641,0.000764380457968,5.44661574591,4109.83537524,23.5421049938,22.8202293282,-148.651064675,4162.01786975,145.670018891,1369.95215456,-9.31428604113,247.063880174,48.4995667335,158.753514764,10.5786609362,221.771624461,18.0417371971,162.816068721,-2.62587604825,149.998523262,16.9459482671,77.0509185848,-11.527004588,92.6266708864,8.749624078,157.646213297,-8.13412747736,66.4346829217,3.24976842907,103.160403035,-0.676961005767,70.2793300365
23920,00098,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2309.73612358,191525.822142,4829.26314953,619828.644876,0.128306307534,0.00244035120875,3.97360058793,2182.83568002,19.3976085538,11.3640786619,-90.7551085206,2589.83003454,100.094956461,299.497117362,-23.8818015442,451.699849081,52.5592180509,120.501139544,-20.8901913737,110.088441127,31.4841567881,61.5115032196,-11.1680530126,113.01955383,20.1029173906,77.2628032839,-10.9332214447,49.6022097304,17.5439010222,50.4739437375,-14.0945490947,69.1497520282,12.9827620076,59.7204843575,-11.3881790871,60.7408902144
23960,00099,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1539.41146633,225406.162854,3176.99042742,1037014.94118,0.0748001453488,0.0016755882323,-3.17637645806,5074.71795165,19.9481857266,13.2234185364,-177.054465938,9703.77970201,136.188091899,546.540997855,-26.9147022123,1629.28446295,36.3979836729,239.806168284,-18.7719263242,247.365407741,20.919003262,108.187660155,-1.79756309411,110.86157511,3.03899123314,125.958443436,-5.60656008685,70.9948812175,5.62573036592,76.372877068,-8.13430461722,76.4751430236,5.62754346526,79.8881167568,-10.8107155802,62.0383149253
24000,00000,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1505.44645602,554766.303284,2802.62150254,2687052.86584,0.0785322795543,0.00244524654478,-10.699224668,7396.73226439,16.2149471206,18.059846442,-251.778632135,12144.3274723,137.856238298,1467.98245585,-11.1943790865,731.603706336,8.34022056018,120.049858462,0.695775342656,117.285942003,1.58819393502,53.3023715586,-3.75126303956,56.1438133484,-4.1427231276,38.3468211001,-5.52417877374,43.5981308607,-2.64795191732,37.5880526552,-3.53184491113,43.037322183,-3.15167656272,59.218362329,-1.84769926654,43.9042196135
24040,00001,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1266.26394393,302561.194275,2410.01612464,1783448.24611,0.0592217023983,0.00107766370419,-12.9806929203,11713.7976972,18.0041369441,16.6474621779,-345.776749906,10131.934583,146.997724012,1292.92173337,-0.478144757867,521.91090128,22.6329429407,134.811125358,5.82051150253,96.9392774702,10.3020231393,53.7648547465,-0.174251585571,53.8309605203,-1.71609933414,57.1006720682,-6.10900777162,47.0152581015,-0.487333260644,48.1991177797,1.00559872988,51.8652511239,1.20534009323,46.1627336615,-1.9715617662,64.1282852133
24080,00002,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1065.06512248,161395.999972,1896.39915289,489524.503119,0.0578806322674,0.000928969805318,-13.5311371032,8310.60944472,25.1177114533,27.501915411,-257.043527574,6381.54473748,175.267153487,1216.60247617,-44.771143662,1083.41026266,25.7047368256,404.441540831,-4.24275668593,235.274460435,-0.207340808949,112.822834144,-11.3145822049,94.5056647811,-9.16167109459,73.753106429,-4.09420528213,86.5659976467,-8.27384645717,106.269454814,-22.5442739543,99.2989187675,-7.59353432051,71.4500426038,-7.62979060983,57.6972816381
24120,00003,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",813.863556097,92884.995796,1417.93638717,437944.130577,0.0446996881056,0.000208567813801,-8.28214577733,10619.0969456,23.1927107647,23.5311631544,-297.00540467,9854.90514947,193.093343355,875.745709138,10.063128712,1124.5921533,-1.60847837196,254.962801397,3.44326782032,145.651843336,10.0094701415,103.302669901,-7.28173151103,144.339964205,4.68166988996,78.3675453156,-5.40729877374,88.298073822,-2.87250379358,90.0763713939,-10.2284499536,51.2689606727,0.402707429073,100.69400658,-4.95761537938,72.8341316538
24160,00004,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1040.11992521,122493.293988,1839.6199355,915054.727393,0.047757691376,0.000523036454534,-7.65705342129,7556.74556256,24.1266328911,23.8816352782,-270.217655392,2934.05552986,137.52302687,545.415994807,5.63200538326,342.54022711,42.5137381713,221.566272605,-7.92952626334,175.234469296,9.91535830308,104.383929332,-6.81617119417,81.9280066242,8.23567295827,55.3750858798,-6.2020956531,50.8945455812,5.44487405993,52.8528496899,-5.4573984075,56.9336381449,-5.18948523627,82.6387012244,-6.99403807608,77.5461293688
24200,00005,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1267.29122681,286603.444085,2485.1569881,1865395.74313,0.0577738917151,0.00090677555862,-4.46915864048,6854.19615687,22.4185775809,34.4937669474,-246.363253068,9203.38187742,120.256555803,770.815827363,-0.884496188132,891.486848501,30.6377552182,202.16503728,0.19277574066,297.579951761,23.1118508695,104.760873829,0.423709796174,168.383342735,9.17424419795,81.607801165,-0.580164166649,153.640188677,5.72554091141,186.125207075,-3.75350120125,131.860867988,4.21920704669,185.121498747,-0.259287286124,207.711370763
24240,00006,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1220.20075056,265663.970397,2416.57624001,1255522.90389,0.0480790485707,0.00069584754072,-4.60124612474,6796.64360626,23.2715579013,22.8506631792,-234.259450154,6431.58886353,142.752895318,1389.29273555,-14.2699356845,609.185450152,51.8757859582,371.018757142,-8.20862900242,197.321392284,12.7529079675,127.621158678,-4.32300225627,197.424740566,12.081076109,119.228852821,-13.7140373349,105.757421694,-1.54059734414,66.7784226856,-3.97939364309,103.852000088,4.93763931396,65.8816697925,-3.92145886952,55.3361761581
24280,00007,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1170.59514213,120081.061206,1959.25440589,697453.593745,0.0647964359254,0.000709382746127,-8.68817202406,8501.47249371,21.8861388238,25.4311265056,-291.931719279,2551.2244975,137.667237816,915.08037114,2.60219102918,591.259507747,35.5522571437,149.653978306,-12.3184758808,121.43917737,15.5848640268,86.573206739,-6.82309685531,94.6270632316,-2.88839823761,66.5393529651,-3.81782156413,62.5230110332,-3.4567850416,130.776479079,-1.76612370029,175.450398551,10.3355093261,254.622510572,8.3141249039,198.415646444
24320,00008,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1304.37323831,174636.578918,2723.40769213,1068189.13265,0.0462478046269,0.000665021975821,-0.938959239267,4867.17985582,25.4428403562,23.890452672,-189.771238209,3066.69454671,134.438618249,524.107013203,-25.7144464979,761.732857051,45.775147226,121.722003294,8.225409491,157.426026365,21.464017931,99.3350394958,-4.57364117387,125.226449399,14.3810719688,133.484764723,-12.6533171051,87.4256139488,10.2869279993,76.4833127776,-7.90850758483,69.7540506718,-1.1343402438,57.3094102479,-5.02217216141,49.561019171
24360,00009,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",749.729086453,45842.3671832,1133.83164517,230553.515595,0.0316989159399,0.000137039231793,-6.29233383762,9305.87530556,25.0131803435,21.6683737625,-296.518596894,1296.7414123,172.380212077,403.737659961,16.8678494746,242.095626881,18.9326106258,104.26278734,1.34508376313,97.5366166872,14.3752443249,86.0408684141,0.978693382783,90.2861693028,9.49981513226,62.9030324386,-7.44213650325,72.5172906552,3.50153234362,49.1337754052,-7.6641742983,56.6654705423,-0.0971698531263,58.5422869839,-7.95930346475,100.040237313
24400,00010,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",828.515849833,171007.900966,1552.13498138,721326.577844,0.0330668604651,0.000457355132377,-7.36267258793,11300.4853157,24.2404569138,20.9865043326,-318.784046049,11668.1598075,162.790417594,553.294694131,-16.4195017068,2928.4662585,39.1052531824,268.857228988,31.4889722173,199.719738028,15.2505642524,132.583259155,-0.689875377944,85.7985179643,5.81024965628,79.1855690838,-8.6316582331,175.363313522,-3.99828146877,98.8963229024,1.3486379445,49.2929606722,0.094226323183,41.2101016879,-3.0797019777,47.2146565279
24440,00011,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1826.11740432,130364.621476,4011.22677825,1189893.48821,0.0769205729167,0.000721600086498,-4.32062671268,4282.45106055,19.0500259413,29.0309127976,-192.498250086,1735.67093119,113.169624988,308.973344472,-6.3836407792,365.430293146,39.5742769506,80.5581052621,-9.1705716865,47.8899095018,17.1990321734,49.9201215357,-19.1012948234,54.8387980726,12.159860994,40.8568340209,-15.4786491403,39.6928436442,9.68724383446,34.5728114988,-10.9573389635,34.5274938472,12.9212539083,47.0306455188,-7.28969463518,38.5479050233
24480,00012,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1651.42475032,119874.847007,3661.16199582,1200755.38794,0.0636499212694,0.000470208270097,-8.08506615476,6559.87461462,17.7222889027,20.7749618463,-253.3134854,2348.17682636,122.624571631,359.890986115,-5.59120367508,520.206612846,40.5823289101,97.773875881,-5.84868323022,66.0715864551,18.4032366922,64.9225177334,-16.6417770465,49.5539844731,14.5693020121,55.8094921427,-15.1574596099,40.9022770421,8.20566903497,42.607298035,-13.881958148,39.6457772239,8.26137103967,51.5172201537,-7.31777222206,34.6950250351
24520,00013,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1789.79730604,88027.9744444,4397.43061864,943111.488549,0.0609954124273,0.000318711017174,-3.58626561239,5013.64828734,17.9287236756,22.7311924638,-217.553894652,888.217031489,112.639592421,138.53493733,12.7058381675,121.925113234,39.5353933202,61.3959210413,-9.82293115837,51.6003903965,17.3796623108,51.6199973944,-12.3335739803,52.9020553413,20.7302895395,80.6021502832,-18.2908732281,71.1165731437,16.344683354,51.5683702724,-10.0378203182,59.0655632785,9.00731610099,86.8712594862,-6.92513483774,75.3883987008
24560,00014,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1171.50183296,167492.805208,2018.31213663,624517.207232,0.0649467054264,0.00116114687514,-20.1067474152,11624.3572021,16.5606211559,18.7261122918,-358.329237394,5195.91998053,137.979470527,1002.80381593,-10.969002345,561.168594044,20.8271092523,345.769514117,1.98195024173,138.783355582,-3.43755198225,131.067227105,-11.5053443093,113.333163139,-3.26717652678,63.9588142974,-11.0193605114,72.5988346982,-8.40993224819,50.4876095863,-7.48032223208,80.8411731469,-1.02681803909,71.4727274594,-6.73150083002,98.5632319026
24600,00015,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1782.29190883,101595.821425,3812.39518986,950510.38564,0.0735139595446,0.000643487007857,-4.46116503006,4612.47399698,18.7276055419,26.0122187513,-200.049536711,1825.05897225,117.227406618,328.597059791,-12.3669804306,483.676027894,39.1058264975,95.1556655643,-6.36428944756,58.3175335827,16.5290688974,57.9127780193,-17.2994147189,63.9098258827,13.6207405492,50.7584563831,-17.6715791017,36.3971576627,14.0073873121,51.2546779053,-10.2053414502,38.2767392775,12.1881436586,46.8735013042,-6.71657706339,35.5971319707
24640,00016,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1465.00365659,143331.398268,2818.37078715,733997.18455,0.0698575278585,0.00122746423176,-9.58982341722,6789.54964867,18.1503391144,21.536486386,-259.645765891,2779.52430013,123.231041577,669.766505214,-6.44423105653,365.695640496,37.5753585939,184.349050335,-2.99464255564,82.2562679293,13.0493527617,108.819985442,-14.1152754035,85.9543290895,5.29211622253,72.8725131847,-11.9859799318,75.6688938731,3.5143665986,52.6851132414,-9.63859410239,53.1922399965,5.34498855842,67.6836419982,-7.85043979525,60.3529052891
24680,00017,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1935.1379314,279080.431906,4328.74971612,1655898.06714,0.0842232164486,0.00163816894636,-8.27740023793,5540.8026395,18.6071988073,28.3487782164,-232.996211436,3333.40233146,105.927062767,523.339347574,-2.71302318266,393.902572785,37.4312035685,78.8647901816,-8.19052170179,60.5815367184,15.7266285701,50.3212543397,-15.0706502165,73.1224027819,8.37870026761,53.0127256893,-16.3876351351,76.123563517,8.62016859997,53.4248534248,-9.40023858941,47.1104822364,7.07924433094,65.1777298965,-6.01093093573,67.3056920035
24720,00018,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1992.36235204,64390.3101694,4245.18753407,396682.350983,0.0876884992733,0.000673239166207,-3.99021456424,4099.50056975,19.7869426117,26.2830161676,-192.121477091,563.488181565,105.626744666,137.327070035,-26.070314654,210.863079241,40.1399548741,61.8806892444,-6.66265648684,38.0179269159,26.4832098442,23.5474788672,-10.3915048768,31.7777134967,18.467572344,35.2694961747,-13.9835215682,27.8595884714,14.9280160004,26.4834614433,-12.6669292811,24.9617470086,9.58622081153,29.3633073268,-5.20810391799,38.4611872455
24760,00019,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1353.00703162,88802.0618981,2712.09024119,653792.704018,0.0555285549903,0.000386691028399,-5.97184479716,7197.96173274,19.6239905292,20.1284344928,-267.22379272,1482.94875676,129.074660423,458.709538583,-14.7830124525,366.478505347,41.2603832072,131.676228012,-1.01575052543,69.6244797294,22.9326673772,49.8603198615,-8.14343947375,32.9609186427,11.1512141343,41.7515343894,-9.09674801668,40.2355741643,11.3003938867,38.7358565343,-5.49240109024,53.5631928021,13.5794916746,81.885979773,-1.17764878737,54.8998834174
24800,00020,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1171.86476446,116792.928487,2581.00478061,858927.322094,0.0329612554506,0.000508793467162,-12.7010790476,12451.4755323,19.7232560295,22.3492668721,-376.606500285,3313.87185545,119.170552148,392.716743054,-2.98537322666,440.078544473,48.490763252,92.8518382229,13.1418874769,106.545822469,21.2345836225,84.0291731196,-0.00860935068373,88.3828054117,7.99569151528,53.1526139805,-0.432452164071,95.5181672221,2.36645159276,49.6784788146,-0.0422061056787,64.6929214337,0.904010414827,37.0556379294,1.65717349105,56.4902523644
24840,00021,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2915.0699449,467062.565668,5865.38579896,1069470.94676,0.181379072796,0.00741821681985,-6.2691171013,3474.30691391,18.7112387804,21.9842456774,-174.659264767,1375.59829176,75.919656105,682.162865341,-12.7651827921,274.162857298,52.5869518518,69.4230569065,-29.4491786847,58.1721360846,22.745571202,47.023959259,-22.3610578364,56.2820836991,18.6605077458,30.8135250199,-24.6993977644,45.7300313893,21.1674500963,41.8167908179,-13.7912415474,27.3502204675,13.0066028229,32.0769652189,-7.85993874873,26.194046265
24880,00022,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1451.19497213,184343.664179,3044.52784339,1843886.18253,0.0512260023014,0.000630752199022,-10.9042111878,8097.56039476,19.6571150799,24.4851757504,-298.919481689,1545.86903349,112.051490136,390.201755967,6.48331324374,321.445162719,28.383221675,105.63289697,-6.73886547682,101.144151171,16.6480585698,61.9163926532,-11.7959202655,81.8816353582,12.7550314562,48.8933396116,-8.32042667328,47.8691322188,13.9129181773,64.5989097425,-4.21213458971,111.882051248,2.3201626196,126.650223156,-4.3221126248,120.981123833
24920,00023,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1986.12429878,216734.274903,4312.6832758,1093446.14458,0.0797692587209,0.000881273031708,-2.39498570016,4043.80815693,20.474263607,22.5304461064,-188.092622637,1629.75289389,98.6815741941,539.797222263,-11.2914540165,175.450563719,47.2116577322,88.5962870143,-20.3158354405,64.3622852633,18.7930183846,34.4280360452,-15.7939969905,50.8334970659,13.6959165833,50.2117957139,-15.4579916578,60.0783755212,17.4228074741,62.8015434583,1.03201122489,95.8806866005,18.3179469788,97.8065791068,4.66215406782,116.957556282
24960,00024,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2034.44497291,315171.303975,4343.2136855,1572384.24985,0.0932250030281,0.00260828478506,-4.92506087244,4698.02685762,19.5201773502,25.5618692511,-202.574872444,3013.29238319,105.869275619,678.728893004,-20.479267992,525.60200608,43.8964931054,172.072578316,-14.2638647394,87.0185595265,25.2961317467,49.7901170494,-15.5796283561,68.4580232706,15.3007334942,62.2490762091,-13.2975218519,58.7327867261,12.280042984,62.1175277049,-8.7566068017,64.4234422139,10.1549713107,59.9651832545,-1.87167741657,64.926793712
25000,00025,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1697.39635172,163757.153584,3803.12255859,1247526.36188,0.0636253179506,0.00073756344967,-5.82327400411,5831.91743187,23.0975582741,29.1669993703,-237.635226542,3514.12931484,108.331286333,385.020422477,2.00497374396,413.155138287,41.7628983658,143.13125671,-10.4752963197,105.822280946,16.9249303756,57.746631484,-8.59942254024,49.8782541135,12.7801216677,48.1770366194,-9.10235775638,56.8679537818,15.9409495309,95.3388906355,-6.52990575256,94.583784279,7.15640597162,99.6599454528,-8.26191913146,105.377783321
25040,00026,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1367.29842607,423502.142602,2632.12527253,2579385.47189,0.0586649103682,0.00295338752687,-19.6412176694,14397.9952291,24.0249693551,26.0922475039,-414.100485339,4358.76335456,105.003298509,1128.90063125,-7.72653112354,911.844124537,37.8815953853,174.516390892,0.23955164502,223.525604631,23.4254932655,133.563639874,-7.24860569529,94.1334744616,5.78322849915,94.9900153283,-1.0496087452,86.9429565558,8.50516914163,51.7386284671,-5.49054976057,49.7252091533,0.904053473321,49.8746007085,-1.46243895797,89.56585675
25080,00027,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1768.94329281,106442.126074,3966.91678779,676274.218466,0.0625087057897,0.000670798728618,-6.66104498898,6764.81411708,19.4522964989,30.1543757426,-262.16411882,1959.60549026,108.972068591,228.274540319,-6.28221384909,403.602550702,55.1981361077,56.1323325469,-10.6341173623,54.6539627075,18.5522492848,56.4057477698,-4.24459602502,41.6381022517,18.5535037278,29.9980262565,-19.7018919355,67.8940206194,17.5532884678,32.8785035965,-10.9485791672,34.7530440506,11.9531265417,33.4230820246,-3.40044041884,38.7769149859
25120,00028,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1852.54602548,111060.18598,4026.03294195,1016924.78151,0.0748667635659,0.000569390132517,-9.7552942392,5519.16520689,23.3668746214,23.1565700058,-233.73940212,2078.37604314,108.500024934,258.547247756,-10.7606700913,456.203034392,38.6863597017,149.013889129,-10.7746898601,56.7353828729,14.1407620765,78.243909877,-16.2392040457,38.4112403777,10.3647050667,34.5425332238,-20.8157248879,34.5976637406,10.0738875774,39.0670884595,-12.0186301648,55.0780917422,7.75896466547,56.622248424,-11.9952079611,61.5687242943
25160,00029,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2235.38956116,164973.074276,4682.81232967,930314.988692,0.0993799963663,0.0010231390149,-9.45529252343,5311.93987519,21.1417243587,32.9848175798,-233.076601666,1289.35773541,93.8115394847,334.909650767,-16.2140583717,274.627442479,49.5420190745,101.208769675,-13.9405675218,86.3430889607,13.4822629111,69.5823507279,-11.8059012579,45.8974435202,13.2789090937,34.1844432142,-25.8286082673,45.9394516917,17.3489533396,33.0316368606,-13.3127903353,24.5023226719,9.2701562612,36.5999519337,-5.47411554968,45.5979203953
